Ticker,Sector,Industry,MarketCap,TrailingPE,ForwardPE,PriceToBook,DividendYield,Beta,ProfitMargin,OperatingMargin,ReturnOnAssets,ReturnOnEquity,RevenueGrowth,DebtToEquity
FITB,Financial Services,Banks - Regional,47798874112.0,17.757576,10.725507,1.4964675,3.03,0.947,,,0.00852,0.07969,0.33,
FSLR,Technology,Solar,27690731520.0,16.636541,11.014675,2.803098,,1.692,,,0.08447,0.18436001,0.236,5.943
FE,Utilities,Utilities - Regulated Electric,26868127744.0,25.244566,15.76254,2.1233315,4.0,0.458,,,0.03758,0.094610006,0.116,198.922
FISV,Unknown,Unknown,25521534976.0,8.111864,5.350194,0.9735953,,,,,,,,
FLEX,Technology,Electronic Components,54081044480.0,63.351933,21.24848,10.493353,,1.638,,,0.046550002,0.17347,0.169,86.8
F,Consumer Cyclical,Auto Manufacturers,56024780800.0,,7.661207,1.4959038,4.27,1.798,,,0.0034,-0.14813,0.064,425.544
FTNT,Technology,Software - Infrastructure,106036199424.0,56.0969,42.24571,107.36646,,1.109,,,0.13586001,1.32392,0.201,57.31
FTV,Technology,Scientific & Technical Instruments,18605668352.0,35.899998,18.952356,3.0660636,0.39,0.989,,,0.032509997,0.06814,0.077,58.806
FOXA,Communication Services,Entertainment,21931409408.0,13.744737,9.099081,2.0036058,1.07,0.519,,,0.08713,0.152,-0.086,67.867
FOX,Communication Services,Entertainment,19714334720.0,12.355264,8.280423,1.8010588,1.19,0.519,,,0.08713,0.152,-0.086,67.867
BEN,Financial Services,Asset Management,17174007808.0,25.229008,11.055952,1.4165094,3.99,1.593,,,0.02604,0.06704,0.087,23.471
FCX,Basic Materials,Copper,98731606016.0,36.338623,17.489355,5.0600457,0.87,1.359,,,0.077659994,0.15630999,0.088,33.008
GRMN,Technology,Scientific & Technical Instruments,45166923776.0,26.109251,22.685116,4.872974,1.79,0.918,,,0.11903,0.19899,0.142,2.331
IT,Technology,Information Technology Services,8535695872.0,12.597826,8.328891,136.49893,,0.932,,,0.09377,0.94878,-0.015,5293.41
GE,Industrials,Aerospace & Defense,373672869888.0,44.42733,41.17246,20.664473,0.53,1.375,,,0.048520003,0.45428002,0.247,116.527
GEHC,Healthcare,Medical Devices,28016785408.0,14.769784,11.482189,2.6262152,0.23,0.862,,,0.05174,0.19462,0.074,97.055
GEV,Industrials,Specialty Industrial Machinery,298206625792.0,32.46723,45.273685,21.419638,0.18,1.045,,,0.02384,0.75708,0.163,24.925
GEN,Technology,Software - Infrastructure,14566850560.0,15.401274,7.3568115,5.53825,2.07,1.205,,,0.086660005,0.39876997,0.27,316.354
GNRC,Industrials,Specialty Industrial Machinery,16433191936.0,86.962616,25.117985,6.1320653,,1.91,,,0.03788,0.07388,0.124,52.086
GD,Industrials,Aerospace & Defense,94653267968.0,22.027061,19.275993,3.6240048,1.82,0.341,,,0.06005,0.17974001,0.103,37.701
GIS,Consumer Defensive,Packaged Foods,17835624448.0,8.171148,10.63393,3.227738,7.3,-0.041,,,0.05311,0.23591,0.022,217.629
GM,Consumer Cyclical,Auto Manufacturers,71493033984.0,28.937956,5.6330605,1.1414052,0.91,1.3,,,0.02688,0.040149998,-0.009,199.048
GPC,Consumer Cyclical,Auto Parts,15122573312.0,252.79068,12.943095,3.342661,3.91,0.679,,,0.04538,0.01342,0.068,149.454
GILD,Healthcare,Drug Manufacturers - General,153656688640.0,16.838097,12.801814,6.5367346,2.65,0.331,,,0.13292,0.4336,0.044,94.635
GPN,Industrials,Specialty Business Services,18294589440.0,24.588234,4.132788,0.76851475,1.5,0.767,,,0.023670001,0.02935,0.631,95.593
GL,Financial Services,Insurance - Life,13258618880.0,11.817301,10.256096,2.18584,0.77,0.499,,,0.03312,0.20455,0.054,53.588
GDDY,Technology,Software - Infrastructure,10200854528.0,12.209192,7.1509924,43.063164,,0.889,,,0.09392,3.98215,0.061,1621.618
GS,Financial Services,Capital Markets,323493363712.0,20.039474,16.714497,3.0778818,1.64,1.291,,,0.00944,0.14548,0.145,678.596
HAL,Energy,Oil & Gas Equipment & Services,29180444672.0,19.298344,11.95132,2.7056546,1.95,0.704,,,0.07375,0.14626999,-0.003,74.651
HIG,Financial Services,Insurance - Diversified,35157278720.0,9.025334,9.066911,1.9000844,1.87,0.475,,,0.03884,0.22735001,0.061,23.151
HAS,Consumer Cyclical,Leisure,11989920768.0,,13.211333,18.506224,3.3,0.476,,,0.11936,-0.23316,0.127,574.488
HCA,Healthcare,Medical Care Facilities,83227639808.0,12.919077,11.331829,-13.245658,0.83,1.134,,,0.12344,,0.043,
DOC,Real Estate,REIT - Healthcare Facilities,13485048832.0,61.125,130.4,1.7375854,6.24,1.029,,,0.01498,0.027999999,0.071,118.243
HSIC,Healthcare,Medical Distribution,9104227328.0,24.145016,13.510223,2.799986,,0.824,,,0.04355,0.08762,0.063,77.748
HSY,Consumer Defensive,Confectioners,35016851456.0,32.147114,17.370174,7.39695,3.36,0.081,,,0.07837,0.23234,0.106,120.011
HPE,Technology,Communication Equipment,62780489728.0,44.30841,11.858815,2.4805105,1.2,1.448,,,0.01966,0.06315,0.4,84.03
HLT,Consumer Cyclical,Lodging,79412854784.0,53.17683,33.487534,-13.488516,0.17,1.053,,,0.10859,,0.11,
HD,Consumer Cyclical,Home Improvement Retail,333316161536.0,23.758352,20.760399,24.021269,2.79,0.974,,,0.12519,1.2838,0.048,459.356
HON,Industrials,Conglomerates,145112891392.0,36.641598,20.007618,10.67795,2.08,0.843,,,0.05953,0.24264,0.024,257.387
HRL,Consumer Defensive,Packaged Foods,13295608832.0,28.423529,15.480232,1.672551,4.84,0.343,,,0.045819998,0.05831,-0.029,4.244
HST,Real Estate,REIT - Hotel & Motel,17351094272.0,17.013605,25.01,2.509029,3.2,1.127,,,0.042140003,0.1487,0.028,80.482
HWM,Industrials,Aerospace & Defense,111093850112.0,64.57209,46.11335,20.16266,0.17,1.193,,,0.11918,0.33818,0.191,87.794
HPQ,Technology,Computer Hardware,21491283968.0,8.703704,7.807335,-149.68152,5.11,1.184,,,0.058790002,,0.09,
HUBB,Industrials,Electrical Equipment & Parts,27672709120.0,30.950945,23.32539,7.342924,1.08,0.911,,,0.10195,0.25822002,0.111,72.468
HUM,Healthcare,Healthcare Plans,43300179968.0,38.448826,22.92279,2.330473,0.98,0.771,,,0.036429998,0.062800005,0.235,77.073
HBAN,Financial Services,Banks - Regional,34177423360.0,12.969232,8.854485,1.1525054,3.68,0.969,,,0.00899,0.083859995,0.336,
HII,Industrials,Aerospace & Defense,11247091712.0,18.558517,14.013207,2.1837225,1.93,0.232,,,0.040999997,0.12198,0.134,56.946
IBM,Technology,Information Technology Services,234125443072.0,22.024757,18.514898,7.100305,2.71,0.665,,,0.05369,0.35772,0.095,211.169
IEX,Industrials,Specialty Industrial Machinery,16648206336.0,33.224518,24.369102,4.1267014,1.3,0.991,,,0.06757,0.12748,0.089,46.915
IDXX,Healthcare,Diagnostics & Research,44339347456.0,41.330147,34.033203,28.62257,,1.543,,,0.26463,0.72915,0.143,71.04
ITW,Industrials,Specialty Industrial Machinery,75978694656.0,24.52089,21.697853,23.531141,2.44,1.03,,,0.17045,0.96848,0.046,283.22
INCY,Healthcare,Biotechnology,19622604800.0,13.892504,10.717992,3.4927635,,0.79,,,0.13888,0.30823,0.209,0.701
IR,Industrials,Specialty Industrial Machinery,30489053184.0,52.641895,20.267319,2.9960778,0.1,1.195,,,0.0512,0.057150003,0.076,48.353
PODD,Healthcare,Medical Devices,10096018432.0,33.97669,18.037325,7.7507176,,1.125,,,0.097449996,0.22997999,0.339,77.844
INTC,Technology,Semiconductors,673433780224.0,,86.641365,6.0418453,,2.228,,,0.0063099996,-0.02911,0.072,36.028
IBKR,Financial Services,Capital Markets,162837331968.0,41.201717,33.36902,7.6573343,0.36,1.329,,,0.024249999,0.2356,0.168,152.192
ICE,Financial Services,Financial Data & Stock Exchanges,75710816256.0,19.487629,15.19937,2.5706112,1.55,0.922,,,0.0211,0.13853,0.204,70.986
IFF,Basic Materials,Specialty Chemicals,19586883584.0,23.752323,15.935891,1.3866147,2.09,0.956,,,0.02123,0.060510002,-0.036,45.701
IP,Consumer Cyclical,Packaging & Containers,19496814592.0,,13.837683,1.3163633,5.02,0.927,,,0.01788,-0.16036,0.134,65.904
INTU,Technology,Software - Application,73034375168.0,16.290422,9.77136,3.549824,1.8,0.964,,,0.09465,0.22496,0.104,33.448
ISRG,Healthcare,Medical Instruments & Supplies,144066363392.0,49.486618,34.514416,8.249945,,1.453,,,0.102419995,0.17232999,0.23,
IVZ,Financial Services,Asset Management,12474366976.0,,9.438614,1.2801383,3.06,1.589,,,0.02683,-0.01535,0.141,14.829
INVH,Real Estate,REIT - Residential,16876732416.0,29.905264,42.770683,1.8562561,4.22,0.853,,,0.02469,0.061929997,0.092,97.038
IQV,Healthcare,Diagnostics & Research,28000813056.0,20.840994,11.8174515,4.500993,,1.215,,,0.051269997,0.22490999,0.084,255.426
IRM,Real Estate,REIT - Specialty,38032580608.0,138.94565,47.80997,-31.300196,2.7,1.218,,,0.04557,,0.216,
JBHT,Industrials,Integrated Freight & Logistics,25575829504.0,42.180405,29.545305,7.1154604,0.66,1.305,,,0.069,0.16676001,0.046,43.622
JBL,Technology,Electronic Components,39234318336.0,49.98387,22.206272,29.598854,0.09,1.287,,,0.05011,0.65876,0.118,293.293
JKHY,Technology,Information Technology Services,8968740864.0,17.6053,17.773315,4.210614,1.89,0.575,,,0.13664,0.24892001,0.087,6.398
J,Industrials,Engineering & Construction,14284243968.0,35.684364,14.620887,4.3420672,1.19,0.683,,,0.04355,0.09380999,0.27,138.776
JNJ,Healthcare,Drug Manufacturers - General,549784256512.0,26.464657,17.958944,6.77012,2.35,0.256,,,0.08424,0.26416,0.099,67.73
JCI,Industrials,Building Products & Equipment,88356945920.0,44.287464,25.161451,6.536379,1.1,1.337,,,0.05446,0.13449,0.082,70.317
JPM,Financial Services,Banks - Diversified,871430684672.0,15.575671,13.800566,2.5332804,1.84,1.0,,,0.01272,0.16465001,0.127,
KVUE,Consumer Defensive,Household & Personal Products,34790559744.0,21.57143,14.652252,3.279638,4.58,0.504,,,0.07072,0.15701,0.045,82.975
KDP,Consumer Defensive,Beverages - Non-Alcoholic,41850810368.0,22.785185,12.185991,1.6566135,2.99,0.424,,,0.036140002,0.06312,0.094,85.985
KEY,Financial Services,Banks - Regional,24382939136.0,13.858896,10.506097,1.4045887,3.63,1.041,,,0.01031,0.09977,0.118,
KEYS,Technology,Scientific & Technical Instruments,62149517312.0,58.46785,30.672989,9.808771,,1.221,,,0.06039,0.18174,0.315,43.642
KMB,Consumer Defensive,Household & Personal Products,34043801600.0,19.837523,13.548842,18.953983,4.99,0.302,,,0.10163999,1.11727,0.027,371.264
KIM,Real Estate,REIT - Retail,16441621504.0,28.022987,28.152424,1.582603,4.27,0.981,,,0.0232,0.058579996,0.04,78.788
KMI,Energy,Oil & Gas Midstream,70282248192.0,21.201342,20.96162,2.2437673,3.72,0.539,,,0.04319,0.10597,0.138,98.84
KKR,Financial Services,Asset Management,90456154112.0,32.996597,13.117933,3.086738,0.77,1.791,,,0.014630001,0.076630004,-0.066,69.029
KLAC,Technology,Semiconductor Equipment & Materials,339056787456.0,73.52975,51.299282,58.184265,0.35,1.504,,,0.21282,0.94975996,0.115,105.4
KHC,Consumer Defensive,Packaged Foods,27059445760.0,,10.918817,0.64558107,7.01,0.076,,,0.03467,-0.12576,0.008,50.258
KR,Consumer Defensive,Grocery Stores,34701930496.0,33.105263,10.193112,6.118677,2.47,0.416,,,0.05763,0.14405,0.012,415.97
LHX,Industrials,Aerospace & Defense,54923476992.0,32.045654,21.59757,2.8684292,1.7,0.746,,,,,1.9,34.574
LH,Healthcare,Diagnostics & Research,20977240064.0,22.67908,13.159737,2.4120765,1.13,0.877,,,0.05314,0.11047,0.058,83.407
LRCX,Technology,Semiconductor Equipment & Materials,486522159104.0,73.542534,48.581417,45.964085,0.27,1.868,,,0.22778,0.66762,0.238,35.282
LVS,Consumer Cyclical,Resorts & Casinos,32283691008.0,17.97786,13.262196,26.961815,2.26,0.811,,,0.099029996,0.90455,0.253,981.405
LDOS,Technology,Information Technology Services,13474139136.0,9.800549,8.144961,2.6878107,1.61,0.515,,,0.09232,0.30579,0.037,137.125
LEN,Consumer Cyclical,Residential Construction,22100346880.0,14.064263,13.590698,0.9992651,2.23,1.4,,,0.03879,0.07368,-0.052,28.481
LII,Industrials,Building Products & Equipment,18528546816.0,23.64254,19.94515,15.268123,1.02,1.19,,,0.16740999,0.76791,0.058,161.043
LLY,Healthcare,Drug Manufacturers - General,979640254464.0,39.067207,24.711899,31.462324,0.63,0.517,,,0.20739001,1.07459,0.555,139.015
LIN,Basic Materials,Specialty Chemicals,236791185408.0,34.007305,25.984274,6.143245,1.25,0.732,,,0.07237,0.18229,0.082,65.642
LYV,Communication Services,Entertainment,39849742336.0,,77.520645,-283.50995,,1.124,,,0.02179,0.14927,0.122,738.269
LMT,Industrials,Aerospace & Defense,117806481408.0,24.755331,15.922387,15.692085,2.7,0.106,,,0.07226,0.6764,0.003,276.365
L,Financial Services,Insurance - Property & Casualty,22074886144.0,13.648854,36.993103,1.180224,0.23,0.535,,,0.019,0.09217,0.014,45.603
LOW,Consumer Cyclical,Home Improvement Retail,124589113344.0,18.798647,16.48637,-13.447107,2.25,0.857,,,0.12792,,0.103,
LULU,Consumer Cyclical,Apparel Retail,12691920896.0,9.050201,9.770848,2.6242018,,0.861,,,0.16045,0.32027,0.043,44.264
LITE,Technology,Communication Equipment,66130001920.0,149.12282,46.879818,20.496744,,1.479,,,0.028900001,0.22834998,0.901,111.445
LYB,Basic Materials,Specialty Chemicals,19389681664.0,,7.9798927,1.9311386,6.86,0.328,,,0.017439999,-0.060089998,-0.063,141.24
MTB,Financial Services,Banks - Regional,32967710720.0,12.64009,10.768653,1.295051,2.67,0.587,,,0.013789999,0.102910005,0.057,
MPC,Energy,Oil & Gas Refining & Marketing,70914326528.0,16.001976,10.000753,4.248387,1.61,0.522,,,0.051459998,0.27458,0.088,146.523
MAR,Consumer Cyclical,Lodging,104473436160.0,41.48691,30.278646,-25.629086,0.74,1.105,,,0.09765001,,0.126,
MRSH,Financial Services,Insurance Brokers,78248247296.0,20.275906,14.349011,5.375145,2.22,0.611,,,0.07271,0.27571,0.076,151.634
MLM,Basic Materials,Building Materials,36575158272.0,38.165413,26.58733,3.2381742,0.55,1.102,,,0.04775,0.0947,0.172,50.35
MRVL,Technology,Semiconductors,271929278464.0,106.36301,50.305477,14.928859,0.08,2.277,,,0.03808,0.16028,0.276,28.97
MAS,Industrials,Building Products & Equipment,15005006848.0,18.41089,15.809823,-61.98333,1.72,1.313,,,0.15679,84.57143,0.065,12229.63
MA,Financial Services,Credit Services,432770547712.0,28.327934,21.501444,64.65021,0.71,0.738,,,0.25032,2.32076,0.158,282.059
MKC,Consumer Defensive,Packaged Foods,12538846208.0,7.6459017,13.986349,1.7955035,4.12,0.641,,,0.048779998,0.25347,0.167,65.158
MCD,Consumer Cyclical,Restaurants,197954027520.0,22.987623,19.59441,-153.92818,2.67,0.414,,,0.13561,,0.094,
MCK,Healthcare,Medical Distribution,87882063872.0,19.568039,14.910084,-41.47127,0.44,0.315,,,0.04992,,0.06,
MDT,Healthcare,Medical Devices,101558779904.0,21.270777,12.3799095,2.0786502,3.63,0.597,,,,0.09929,0.099,57.06
MRK,Healthcare,Drug Manufacturers - General,281238929408.0,32.076057,11.906181,6.129953,2.99,0.218,,,0.12578,0.18944,0.049,106.936
META,Communication Services,Internet Content & Information,1465228591104.0,21.005095,15.925084,6.0118937,0.36,1.229,,,0.16395001,0.32930002,0.331,35.608
MET,Financial Services,Insurance - Life,55065321472.0,16.553192,7.782278,2.023359,2.77,0.783,,,0.00453,0.13014,0.027,178.019
MTD,Healthcare,Diagnostics & Research,23134468096.0,26.880487,22.32731,-552.2624,,1.263,,,0.20573999,,0.072,
MGM,Consumer Cyclical,Resorts & Casinos,11984071680.0,64.16438,20.157595,4.924824,,1.311,,,0.01844,0.13488,0.042,951.186
MCHP,Technology,Semiconductors,54083248128.0,453.5,24.259003,8.408056,1.82,1.725,,,0.02226,0.03405,0.351,87.715
MU,Technology,Semiconductors,1278839095296.0,53.464878,9.61384,17.653221,0.05,2.173,,,0.20145,0.39823002,1.963,14.902
MSFT,Technology,Software - Infrastructure,2818348154880.0,22.569899,19.611391,6.802087,0.96,1.103,,,0.14814,0.34013999,0.183,30.271
MAA,Real Estate,REIT - Residential,15810780160.0,40.151516,34.061695,2.782503,4.62,0.744,,,0.03188,0.06711,0.008,99.825
MRNA,Healthcare,Biotechnology,25378449408.0,,-15.213286,3.4276526,,1.03,,,-0.13093,-0.36556998,2.602,17.522
TAP,Consumer Defensive,Beverages - Brewers,7389523968.0,,7.893008,0.7358297,4.87,0.419,,,0.04492,-0.18080999,0.02,62.567
MDLZ,Consumer Defensive,Confectioners,77173022720.0,29.762377,17.753994,2.997009,3.33,0.4,,,0.03426,0.101610005,0.082,83.793
MPWR,Technology,Semiconductors,76824576000.0,112.33476,51.551014,20.890558,0.51,1.691,,,0.121300004,0.19574,0.261,0.543
MNST,Consumer Defensive,Beverages - Non-Alcoholic,89331261440.0,44.125603,35.29898,10.23532,,0.542,,,0.17725,0.26654,0.269,1.082
MCO,Financial Services,Financial Data & Stock Exchanges,78721433600.0,32.352478,24.231161,26.293467,0.91,1.339,,,0.14818,0.71361,0.081,235.539
MS,Financial Services,Capital Markets,352002670592.0,20.196379,17.555769,3.3722687,1.79,1.221,,,0.0127,0.16388,0.163,502.246
MOS,Basic Materials,Agricultural Inputs,7278688256.0,163.57143,11.921929,0.6166357,3.84,0.808,,,0.02,0.0059399996,0.144,48.19
MSI,Technology,Communication Equipment,65596477440.0,31.84287,21.338371,25.816294,1.22,0.89,,,0.11216,0.99289,0.074,374.132
MSCI,Financial Services,Financial Data & Stock Exchanges,42268549120.0,33.229847,25.788935,-15.273171,1.41,1.226,,,0.20547001,,0.141,
NDAQ,Financial Services,Financial Data & Stock Exchanges,46510075904.0,24.771084,18.536716,3.8597643,1.36,0.974,,,0.055549998,0.162,0.137,79.058
NTAP,Technology,Software - Infrastructure,31290372096.0,25.111635,16.198065,23.169884,1.3,1.434,,,0.09824,1.06734,0.125,202.295
NFLX,Communication Services,Entertainment,325831589888.0,24.96129,20.14076,10.472323,,1.491,,,0.15402001,0.48494998,0.162,53.788
NEM,Basic Materials,Gold,110801305600.0,13.461738,9.109843,3.188633,1.0,0.455,,,0.14887,0.25832,0.458,15.762
NWSA,Communication Services,Entertainment,13755429888.0,32.0,19.57899,1.620409,0.79,0.893,,,0.04113,0.06524,0.088,31.559
NWS,Communication Services,Entertainment,15643536384.0,36.392403,22.266453,1.8428307,0.7,0.893,,,0.04113,0.06524,0.088,31.559
NEE,Utilities,Utilities - Regulated Electric,180926267392.0,22.017767,19.709278,3.2759335,2.87,0.671,,,0.02412,0.10325,0.073,156.686
NKE,Consumer Cyclical,Footwear & Accessories,66936094720.0,29.736843,24.892061,4.747899,3.63,1.116,,,0.05195,0.16016,0.001,79.333
NI,Utilities,Utilities - Regulated Gas,22658297856.0,23.512438,21.068022,2.345642,2.54,0.547,,,0.033859998,0.091120005,0.082,140.908
NDSN,Industrials,Specialty Industrial Machinery,16488055808.0,31.649199,23.804832,5.1489425,1.11,0.98,,,0.079239994,0.1714,0.085,61.637
NSC,Industrials,Railroads,67396165632.0,25.259258,22.153711,4.264499,1.8,1.272,,,0.05888,0.17615,0.002,111.586
NTRS,Financial Services,Asset Management,31848484864.0,18.02199,14.498675,2.6315708,1.86,1.272,,,0.01101,0.14462,0.139,
NOC,Industrials,Aerospace & Defense,74070458368.0,16.337719,17.303455,4.3278008,1.8,-0.121,,,0.07362,0.28511998,0.044,102.682
NCLH,Consumer Cyclical,Travel Services,9384211456.0,16.483871,10.102359,3.8595166,,1.908,,,0.044439998,0.29533002,0.096,661.444
NRG,Utilities,Utilities - Independent Power Producers,28495831040.0,150.06667,11.6615305,6.803002,1.41,1.216,,,0.022449998,0.062480003,0.195,479.237
NUE,Basic Materials,Steel,55530074112.0,24.213507,14.776394,2.5884564,0.92,1.906,,,0.06146,0.12285,0.213,31.595
NVDA,Technology,Semiconductors,5103122644992.0,32.26493,16.551956,26.107807,0.47,2.202,,,0.52727,1.14288,0.852,6.555
NVR,Consumer Cyclical,Residential Construction,17520916480.0,15.847772,15.452586,5.0749645,,0.924,,,0.17388001,0.33257,-0.214,31.22
NXPI,Technology,Semiconductors,79091613696.0,29.94933,17.689056,7.2425666,1.29,1.788,,,0.08144,0.25812998,0.122,103.991
ORLY,Consumer Cyclical,Auto Parts,71965614080.0,28.286644,24.00765,-67.73791,,0.523,,,0.13809,,0.102,
OXY,Energy,Oil & Gas E&P,51541970944.0,70.02702,12.846606,1.6761005,2.01,0.124,,,0.02497,0.04053,-0.083,41.989
ODFL,Industrials,Trucking,45969309696.0,46.049995,34.855225,10.456996,0.53,1.18,,,0.15029,0.23331,-0.029,0.909
OMC,Communication Services,Advertising Agencies,20335192064.0,,5.7633605,2.1548078,4.48,0.659,,,0.04467,0.02015,0.692,110.574
ON,Technology,Semiconductors,47286247424.0,89.42647,28.184357,6.5271297,,1.977,,,0.06827,0.074939996,0.047,44.337
OKE,Energy,Oil & Gas Midstream,53571690496.0,15.156862,13.74742,2.3961563,5.03,0.714,,,0.05657,0.15903,0.196,149.644
ORCL,Technology,Software - Infrastructure,530026528768.0,31.664946,16.888111,15.797188,1.09,1.655,,,0.06523,0.53376,0.206,362.758
OTIS,Industrials,Specialty Industrial Machinery,28114874368.0,19.486702,15.529523,-4.975553,2.32,0.896,,,0.13346,,0.064,
PCAR,Industrials,Farm & Heavy Construction Machinery,62601748480.0,25.308512,17.536825,3.1684513,1.18,0.992,,,0.04141,0.13108,-0.089,76.163
PKG,Consumer Cyclical,Packaging & Containers,20405372928.0,27.861313,18.689926,4.420212,2.62,0.835,,,0.08369,0.16313,0.106,95.185
PLTR,Technology,Software - Infrastructure,307982663680.0,144.34831,61.703014,36.44539,,1.515,,,0.14702,0.32587,0.847,2.477
PANW,Technology,Software - Infrastructure,234540695552.0,250.24348,69.908905,8.456159,,0.942,,,0.017719999,0.048309997,0.311,7.698
PSKY,Communication Services,Entertainment,11124580352.0,331.3333,11.44199,0.9493791,2.01,1.442,,,0.02812,-0.0076800003,0.022,130.167
PH,Industrials,Specialty Industrial Machinery,120194375680.0,35.215,27.957582,8.22742,0.84,1.138,,,0.095410004,0.24841999,0.106,65.554
PAYX,Technology,Software - Application,35198496768.0,21.686533,16.663416,8.769862,4.84,,,,,,0.199,124.91
PYPL,Financial Services,Credit Services,37498302464.0,7.97561,7.382579,1.8937098,1.32,1.336,,,0.04738,0.25120002,0.072,58.28
PNR,Industrials,Specialty Industrial Machinery,12010523648.0,18.673367,12.790396,3.1522245,1.43,1.046,,,0.08878,0.1761,0.026,54.634
PEP,Consumer Defensive,Beverages - Non-Alcoholic,194132951040.0,22.26019,15.6028385,9.085792,4.17,0.359,,,0.090909995,0.43879002,0.085,244.837
PFE,Healthcare,Drug Manufacturers - General,143682977792.0,19.244274,8.910677,1.5945603,6.82,0.295,,,0.05687,0.083100006,0.054,71.602
PCG,Utilities,Utilities - Regulated Electric,36292661248.0,12.775194,9.142704,1.1459565,1.21,0.272,,,0.02528,0.08826999,0.15,187.872
PM,Consumer Defensive,Tobacco,278046900224.0,25.12676,19.542845,-29.963049,3.3,0.408,,,0.15456,,0.091,
PSX,Energy,Oil & Gas Refining & Marketing,66611343360.0,16.416996,9.623121,2.3349354,3.06,0.674,,,0.038,0.14547,0.069,91.385
PNW,Utilities,Utilities - Regulated Electric,12399870976.0,19.089552,18.374687,1.7543077,3.56,0.438,,,0.024920002,0.09559,0.114,212.957
PNC,Financial Services,Banks - Regional,93179060224.0,13.475029,11.036233,1.6154499,2.93,0.918,,,0.012560001,0.12104,0.138,
PPG,Basic Materials,Specialty Chemicals,26357925888.0,16.941261,13.645248,3.2524688,2.4,1.062,,,0.06277,0.20748,0.067,93.736
PPL,Utilities,Utilities - Regulated Electric,26618155008.0,21.705523,16.713278,1.7719238,3.22,0.596,,,0.031170001,0.08316,0.108,135.116
PFG,Financial Services,Asset Management,23668475904.0,15.72023,10.729766,2.0072544,2.99,0.896,,,0.00375,0.13385999,-0.045,33.624
PG,Consumer Defensive,Household & Personal Products,350174740480.0,21.98538,21.189295,6.515316,2.83,0.385,,,0.10925999,0.31112,0.074,67.651
PGR,Financial Services,Insurance - Property & Casualty,119275315200.0,10.415353,12.542987,3.7343466,6.78,0.27,,,0.07935,0.37903,0.087,26.174
PLD,Real Estate,REIT - Industrial,131692150784.0,35.311558,41.860394,2.4518063,3.05,1.334,,,0.024820002,0.06844,0.083,60.934
PRU,Financial Services,Insurance - Life,37000544256.0,10.982474,7.337211,1.1571676,5.26,0.855,,,0.00409,0.10711,0.153,158.972
PEG,Utilities,Utilities - Regulated Electric,39810895872.0,17.674778,17.008764,2.2993238,3.35,0.533,,,0.03662,0.13441,0.194,141.01
PTC,Technology,Software - Application,13254289408.0,11.023055,13.274214,3.4336755,,0.966,,,0.119899996,0.344,0.217,35.78
PSA,Real Estate,REIT - Industrial,55855394816.0,32.89762,30.35696,11.398066,3.77,0.963,,,0.07206,0.20175,0.032,107.646
PHM,Consumer Cyclical,Residential Construction,24184147968.0,12.290417,11.410925,1.8696984,0.82,1.216,,,0.0996,0.16178,-0.124,18.942
PWR,Industrials,Engineering & Construction,105379733504.0,96.19863,42.66336,11.650961,0.06,1.215,,,0.04709,0.13534,0.263,69.121
QCOM,Technology,Semiconductors,238319943680.0,24.339075,21.196833,8.778244,1.63,1.596,,,0.12692,0.36083,-0.035,55.979
DGX,Healthcare,Diagnostics & Research,21585803264.0,21.54696,16.70851,2.938517,1.76,0.587,,,0.06348,0.14538999,0.092,82.737
Q,Technology,Semiconductor Equipment & Materials,35374137344.0,54.334404,35.241463,4.926387,0.19,,,,0.050630003,0.07481,0.176,60.756
RL,Consumer Cyclical,Apparel Manufacturing,24580845568.0,27.315477,20.267715,8.735776,0.9,1.371,,,0.10882,0.34664002,0.166,105.913
RJF,Financial Services,Asset Management,30374471680.0,14.731569,11.654479,2.4140387,1.39,0.951,,,0.024530001,0.17289,0.131,48.477
RTX,Industrials,Aerospace & Defense,249944440832.0,34.821766,24.485716,3.771055,1.49,0.306,,,0.040510003,0.11571,0.087,57.229
O,Real Estate,REIT - Retail,56173350912.0,49.37705,34.996193,1.4349008,5.4,0.734,,,0.02313,0.02831,0.12,73.467
REG,Real Estate,REIT - Retail,14371560448.0,26.419243,30.375105,2.1052053,3.93,0.832,,,0.03208,0.08003,0.1,73.218
REGN,Healthcare,Biotechnology,63945519104.0,14.880214,11.343654,1.9782372,0.62,0.238,,,0.06126,0.14548,0.19,8.612
RF,Financial Services,Banks - Regional,24423723008.0,11.875519,10.020868,1.4019791,3.7,1.027,,,0.01388,0.11895,0.073,
RSG,Industrials,Waste Management,63052681216.0,29.403158,25.423487,5.2689223,1.22,0.415,,,0.06181,0.18346001,0.026,117.578
RMD,Healthcare,Medical Instruments & Supplies,27361986560.0,18.189972,15.583551,4.2143483,1.27,0.782,,,0.14715,0.25246,0.108,12.988
RVTY,Healthcare,Diagnostics & Research,11155977216.0,48.076923,17.147747,1.5541223,0.28,1.107,,,0.0227,0.03227,0.07,46.642
HOOD,Financial Services,Capital Markets,97389625344.0,52.7561,37.366676,10.459381,,2.348,,,0.05187,0.21461001,0.151,140.483
ROK,Industrials,Specialty Industrial Machinery,52720488448.0,49.250523,32.610558,14.968722,1.17,1.561,,,0.09337,0.27183,0.119,113.367
